0.0, 2701, 20.0, 95.0, -0.8410454659987168, -0.5409644388709867, -1.6820909319974335, -1.0819288777419733, 0.0, 9, FALSE
0.5, 2701, 19.57947726700064, 94.7295177805645, -1.6820909319974335, -1.0819288777419733, -1.6820909319974335, -1.0819288777419733, 0.0, 9, FALSE
1.0, 2701, 18.738431801001923, 94.18855334169352, -2.5231363979961503, -1.6228933166129598, -1.6820909319974333, -1.081928877741973, 0.0, 9, FALSE
1.5, 2701, 17.47686360200385, 93.37710668338704, -3.364181863994867, -2.1638577554839467, -1.6820909319974335, -1.0819288777419733, 0.0, 9, FALSE
2.0, 2701, 15.794772670006417, 92.29517780564507, -3.3641818639948666, -2.1638577554839467, -1.6820909319974335, -1.0819288777419733, 0.0, 9, FALSE
2.5, 2701, 14.112681738008984, 91.2132489279031, -3.3641818639948666, -2.1638577554839467, -1.6820909319974333, -1.081928877741973, 0.0, 9, FALSE
3.0, 2701, 12.430590806011551, 90.13132005016112, -3.3641818639948666, -2.1638577554839467, -1.6820909319974333, -1.081928877741973, 0.0, 9, FALSE
3.5, 2701, 10.748499874014119, 89.04939117241915, -3.3641818639948666, -2.1638577554839467, -1.6820909319974333, -1.081928877741973, 0.0, 9, FALSE
4.0, 2701, 9.066408942016686, 87.96746229467718, -3.3515332086007064, -2.183397616479109, -1.6499017849869917, -1.1304088198066833, 0.0, 9, FALSE
4.5, 2701, 7.390642337716333, 86.87576348643762, -3.327624150152861, -2.219666081941032, -1.6140309584103443, -1.1810605680035997, 0.0, 9, FALSE
5.0, 2701, 5.726830262639902, 85.7659304454671, -3.2952039908745316, -2.267516407553551, -1.5793194074528496, -1.227090139004784, 0.0, 9, FALSE
5.5, 2701, 4.0792282672026365, 84.63217224169033, -3.242986871214335, -2.3415883825154795, -1.508722707701479, -1.3129188060447292, 0.0, 9, FALSE
6.0, 2701, 2.4577348315954692, 83.46137805043259, -3.144100059375026, -2.4727787641918066, -1.347622323687679, -1.4778071838702842, 0.0, 9, FALSE
6.5, 2701, 0.8856848019079562, 82.22498866833668, -2.989218548661793, -2.6579263474250534, -1.1298037710234456, -1.6503161633399832, 0.0, 9, FALSE
7.0, 2701, -0.6089244724229403, 80.89602549462415, -2.765194771552031, -2.8902764358070168, -0.8426751067126808, -1.8138077804791697, 0.0, 9, FALSE
7.5, 2701, -1.9915218581989558, 79.45088727672065, -2.458654594580275, -3.155157299493846, -0.48590630482217884, -1.9400760456575035, 0.0, 9, FALSE
